City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Aklavik,CA,2021-11-23 22:16:40,68.2191,-135.0107,-7.6,84,90,4.61
295,Coihaique,CL,2021-11-23 22:16:40,-45.5752,-72.0662,64.35,39,75,10.36
296,Deep River,CA,2021-11-23 22:15:04,46.1001,-77.4995,27.95,56,39,3.74
297,Umm Kaddadah,SD,2021-11-23 22:16:41,13.6017,26.6876,69.82,20,4,13.22
298,Uva,RU,2021-11-23 22:16:41,56.9908,52.1852,19.47,94,100,8.05
299,Belgrade,RS,2021-11-23 22:15:08,44.804,20.4651,35.38,93,0,4.61
300,Vikhorevka,RU,2021-11-23 22:16:42,56.1201,101.1636,22.59,97,94,4.81
301,Esperance,AU,2021-11-23 22:16:42,-33.8667,121.9,58.3,69,6,4.94
302,Marawi,PH,2021-11-23 22:16:43,7.9986,124.2928,66.65,95,91,1.25
303,Dukat,RU,2021-11-23 22:16:43,62.55,155.55,-10.25,100,89,0.92
304,Basoko,CD,2021-11-23 22:16:43,1.2391,23.616,74.73,80,39,1.34
305,Florianopolis,BR,2021-11-23 22:16:44,-27.6146,-48.5012,74.25,58,75,18.41
306,Araouane,ML,2021-11-23 22:16:44,18.9048,-3.5265,78.89,30,91,10.02
307,Poya,NC,2021-11-23 22:16:44,-21.35,165.15,80.96,70,100,3.09
308,Bambous Virieux,MU,2021-11-23 22:16:45,-20.3428,57.7575,71.85,88,40,4.61
309,Hobyo,SO,2021-11-23 22:16:45,5.3505,48.5268,79.9,73,76,4.99
310,Emilio Carranza,MX,2021-11-23 22:16:45,19.9711,-96.6114,72.34,81,86,7.52
311,Ler,SS,2021-11-23 22:16:46,8.3018,30.1418,77.04,35,76,4.54
312,Jizan,SA,2021-11-23 22:16:46,17.3333,42.6667,81.54,75,4,4.07
313,Salalah,OM,2021-11-23 22:16:46,17.0151,54.0924,84.29,28,0,12.66
314,La Barca,MX,2021-11-23 22:16:47,20.2833,-102.5667,72.54,47,60,5.44
315,Port Hardy,CA,2021-11-23 22:16:47,50.6996,-127.4199,46.58,76,75,6.91
316,Dongsheng,CN,2021-11-23 22:16:47,39.8161,109.9776,23.4,44,0,13.38
317,Okato,NZ,2021-11-23 22:17:48,-39.2,173.8833,68.41,51,0,5.5
318,Matara,LK,2021-11-23 22:17:48,5.9485,80.5353,76.59,93,100,6.76
319,Chapleau,CA,2021-11-23 22:17:48,47.8405,-83.4034,26.69,80,75,10.36
320,Honiara,SB,2021-11-23 22:17:49,-9.4333,159.95,84.63,71,90,5.84
321,Shimoda,JP,2021-11-23 22:17:49,34.6667,138.95,48.11,64,3,29.26
322,Pochutla,MX,2021-11-23 22:17:49,15.7432,-96.4661,85.82,57,7,6.82
323,Aripuana,BR,2021-11-23 22:17:50,-9.1667,-60.6333,77.65,91,100,1.59
324,Sibenik,HR,2021-11-23 22:17:50,43.7272,15.9058,51.46,58,75,8.01
325,Qarqin,AF,2021-11-23 22:17:51,37.4185,66.0436,56.73,44,48,14.99
326,Buraydah,SA,2021-11-23 22:17:51,26.326,43.975,61.25,49,3,9.37
327,Nisia Floresta,BR,2021-11-23 22:17:51,-6.0911,-35.2086,82.78,78,98,10.4
328,Paciran,ID,2021-11-23 22:17:52,-6.8767,112.3761,77.85,88,100,6.89
329,Tiebissou,CI,2021-11-23 22:17:52,7.1574,-5.2257,77.09,66,16,4.5
330,Mkushi,ZM,2021-11-23 22:17:52,-13.6202,29.3939,66.56,83,78,1.52
331,Kushmurun,KZ,2021-11-23 22:17:53,52.4503,64.6311,11.3,93,84,8.86
332,Lubao,PH,2021-11-23 22:17:53,14.9167,120.55,80.15,87,37,5.12
333,Saldanha,ZA,2021-11-23 22:17:53,-33.0117,17.9442,62.13,79,100,24.94
334,Placido De Castro,BR,2021-11-23 22:17:54,-10.3353,-67.1856,77.09,95,99,1.63
335,Jalu,LY,2021-11-23 22:17:54,29.0331,21.5482,66.09,33,34,7.76
336,Haines Junction,CA,2021-11-23 22:17:54,60.7522,-137.5108,-0.45,78,100,1.14
337,Appingedam,NL,2021-11-23 22:17:55,53.3217,6.8583,45.05,95,90,7.09
338,Big Spring,US,2021-11-23 22:17:55,32.2504,-101.4787,73.85,28,1,8.01
339,Fevik,NO,2021-11-23 22:17:55,58.3794,8.6766,44.37,67,98,17.85
340,Richards Bay,ZA,2021-11-23 22:17:56,-28.783,32.0377,68.56,63,81,16.33
341,Lavrentiya,RU,2021-11-23 22:17:56,65.5833,-171.0,0.68,88,9,8.97
342,Leshukonskoye,RU,2021-11-23 22:17:56,64.8989,45.7622,5.04,100,98,3.24
343,Fort Nelson,CA,2021-11-23 22:17:57,58.8053,-122.7002,0.99,78,75,0.0
344,Huai Thalaeng,TH,2021-11-23 22:17:57,14.997,102.6475,66.06,79,88,9.71
345,Phillipsburg,US,2021-11-23 22:17:57,40.6937,-75.1902,38.82,54,52,3.0
346,Marihatag,PH,2021-11-23 22:17:58,8.7936,126.2969,76.46,94,100,6.51
347,Mount Gambier,AU,2021-11-23 22:17:58,-37.8333,140.7667,61.23,81,99,3.38
348,Sjenica,RS,2021-11-23 22:17:58,43.2731,19.9994,30.78,94,88,3.69
349,Leh,IN,2021-11-23 22:17:59,34.1667,77.5833,17.85,52,99,0.98
350,Dauphin,CA,2021-11-23 22:17:59,51.1494,-100.0502,33.94,69,75,10.36
351,Sao Filipe,CV,2021-11-23 22:17:59,14.8961,-24.4956,79.57,71,98,3.74
352,Bani Walid,LY,2021-11-23 22:18:00,31.7566,13.9942,63.34,66,44,6.89
353,Adrar,MR,2021-11-23 22:18:00,20.5022,-10.0711,77.77,34,52,8.21
354,Manono,CD,2021-11-23 22:18:00,-7.3,27.4167,70.18,95,98,1.81
355,Maridi,SS,2021-11-23 22:18:01,4.9158,29.4742,71.2,47,40,1.92
356,Shizunai,JP,2021-11-23 22:18:01,42.3339,142.3669,38.8,62,100,25.03
357,Coos Bay,US,2021-11-23 22:14:11,43.3665,-124.2179,55.92,86,40,11.5
358,Asau,RO,2021-11-23 22:18:01,46.4333,26.4,37.76,94,70,2.33
359,Usinsk,RU,2021-11-23 22:18:02,65.9939,57.5281,11.07,94,98,17.43
360,Tsumeb,NA,2021-11-23 22:19:02,-19.2333,17.7167,67.55,15,1,4.0
361,Varkkallai,IN,2021-11-23 22:19:03,8.7341,76.7067,76.12,91,100,4.9
362,Progreso,MX,2021-11-23 22:19:03,21.2833,-89.6667,81.1,65,43,13.78
363,Codrington,AU,2021-11-23 22:17:30,-38.2667,141.9667,62.38,85,85,5.48
364,Lengshuijiang,CN,2021-11-23 22:19:04,27.6881,111.4294,44.85,65,76,1.83
365,North Bend,US,2021-11-23 22:17:45,43.4065,-124.2243,53.51,86,40,11.5
366,Luderitz,NA,2021-11-23 22:19:04,-26.6481,15.1594,63.75,69,30,18.3
367,Manokwari,ID,2021-11-23 22:19:04,-0.8667,134.0833,78.82,83,100,6.06
368,Grandview,US,2021-11-23 22:16:12,38.8858,-94.533,64.38,41,1,5.01
369,Roald,NO,2021-11-23 22:19:05,62.5833,6.1333,49.33,93,75,24.16
370,Santa Rosa,PH,2021-11-23 22:19:05,14.3122,121.1114,80.11,83,69,10.18
371,Gerash,IR,2021-11-23 22:19:05,27.6652,54.1371,66.67,44,3,5.12
372,Necochea,AR,2021-11-23 22:19:06,-38.5473,-58.7368,77.27,31,57,5.37
373,Kirakira,SB,2021-11-23 22:19:06,-10.4544,161.9205,83.75,72,95,9.42
374,Ryotsu,JP,2021-11-23 22:19:06,38.0833,138.4333,46.36,68,96,32.21
375,Uvat,RU,2021-11-23 22:19:07,59.1433,68.8953,15.87,93,100,8.79
376,Det Udom,TH,2021-11-23 22:19:07,14.906,105.0784,66.02,81,64,9.44
377,Cuenca,EC,2021-11-23 22:18:26,-2.8833,-78.9833,59.13,94,75,12.66
378,San Luis,AR,2021-11-23 22:19:08,-33.295,-66.3356,85.39,31,7,17.74
379,Nicoya,CR,2021-11-23 22:19:08,10.1483,-85.452,81.95,73,92,8.57
380,Barra,BR,2021-11-23 22:19:08,-11.0894,-43.1417,77.81,72,92,3.58
381,Husavik,IS,2021-11-23 22:16:52,66.0449,-17.3389,30.11,99,87,14.52
382,Northam,GB,2021-11-23 22:19:09,51.0333,-4.2167,47.61,85,51,4.97
383,Sisimiut,GL,2021-11-23 22:19:09,66.9395,-53.6735,23.45,54,100,25.68
384,Kelty,GB,2021-11-23 22:19:09,56.1336,-3.3869,47.43,93,65,5.99
385,Castelldefels,ES,2021-11-23 22:19:10,41.2779,1.9703,55.26,81,40,1.99
386,Carlagan,PH,2021-11-23 22:19:10,14.975,122.0456,79.83,84,89,18.34
387,Deputatskiy,RU,2021-11-23 22:19:10,69.3,139.9,-24.3,96,100,3.0
388,Hastings,GB,2021-11-23 22:14:36,50.8552,0.5729,45.32,84,2,7.76
389,Anjozorobe,MG,2021-11-23 22:19:11,-18.4,47.8667,68.32,86,66,2.01
390,Capreol,CA,2021-11-23 22:19:11,46.706,-80.9225,28.54,68,75,5.75
391,Okhotsk,RU,2021-11-23 22:19:11,59.3833,143.3,6.22,78,100,14.85
392,Werda,BW,2021-11-23 22:19:12,-25.2667,23.2833,70.75,31,2,7.61
393,Bilibino,RU,2021-11-23 22:19:12,68.0546,166.4372,-23.87,93,13,3.47
394,Kulhudhuffushi,MV,2021-11-23 22:19:12,6.6221,73.07,81.16,77,100,14.14
395,Tokur,RU,2021-11-23 22:19:13,53.1333,132.9,16.77,73,100,18.92
396,Chima,IN,2021-11-23 22:19:13,30.6854,76.0863,57.09,45,3,4.76
397,Sinaloa,MX,2021-11-23 22:16:48,25.0,-107.5,91.11,35,57,5.01
398,Turukhansk,RU,2021-11-23 22:19:13,65.8167,87.9833,18.9,90,100,14.76
399,Kapoeta,SS,2021-11-23 22:16:32,4.7717,33.5903,82.58,40,100,0.92
400,Ayan,RU,2021-11-23 22:19:14,56.45,138.1667,26.53,79,100,39.66
401,Atasu,KZ,2021-11-23 22:19:14,48.6814,71.6433,33.37,99,100,8.59
402,Ambunti,PG,2021-11-23 22:19:14,-4.2365,142.8448,77.43,92,97,0.4
403,Saint Albans,GB,2021-11-23 22:16:24,51.75,-0.3333,44.58,94,90,4.61
404,Novo Cruzeiro,BR,2021-11-23 22:19:15,-17.4681,-41.8753,65.93,92,11,1.59
405,Acandi,CO,2021-11-23 22:20:15,8.5063,-77.2778,74.91,94,100,3.56
406,Ancud,CL,2021-11-23 22:20:15,-41.8697,-73.8203,65.43,85,41,8.46
407,Nueva Gerona,CU,2021-11-23 22:20:16,21.8833,-82.8,76.59,63,58,19.42
408,Katherine,AU,2021-11-23 22:20:16,-14.4667,132.2667,84.52,65,40,5.75
409,Kot Diji,PK,2021-11-23 22:20:17,27.3427,68.7083,57.22,14,0,2.86
410,Ban Tak,TH,2021-11-23 22:20:17,17.0432,99.0813,70.18,97,54,2.37
411,Hailey,US,2021-11-23 22:20:17,43.5196,-114.3153,38.89,74,75,17.27
412,Trairi,BR,2021-11-23 22:16:08,-3.2778,-39.2689,80.69,77,90,11.01
413,Broome,US,2021-11-23 22:20:18,42.2506,-75.833,32.02,69,1,3.0
414,Tura,IN,2021-11-23 22:20:18,25.5198,90.2201,59.5,67,0,3.74
415,Guapore,BR,2021-11-23 22:20:18,-28.8456,-51.8903,72.39,61,44,5.64
416,Hovd,MN,2021-11-23 22:20:18,48.0056,91.6419,25.45,54,76,8.05
417,Ankazoabo,MG,2021-11-23 22:20:19,-22.2833,44.5167,70.61,96,50,3.13
418,Chernyshevskiy,RU,2021-11-23 22:20:19,63.0128,112.4714,-14.67,94,98,4.16
419,Guadalajara,MX,2021-11-23 22:16:03,20.6667,-103.3333,78.78,42,75,4.61
420,Moose Factory,CA,2021-11-23 22:20:20,51.2585,-80.6094,19.4,86,90,13.8
421,Te Anau,NZ,2021-11-23 22:20:20,-45.4167,167.7167,58.37,62,88,1.21
422,Bukama,CD,2021-11-23 22:20:20,-9.2,25.85,69.8,93,82,3.85
423,Goderich,CA,2021-11-23 22:20:21,43.7501,-81.7165,36.91,60,76,8.05
424,Sosnovoborsk,RU,2021-11-23 22:20:21,56.1325,93.3589,33.35,80,54,11.39
425,Banes,CU,2021-11-23 22:20:21,20.9625,-75.7186,77.61,76,94,11.32
426,Klaksvik,FO,2021-11-23 22:20:22,62.2266,-6.589,43.72,88,100,37.42
427,Kyshtovka,RU,2021-11-23 22:20:22,56.555,76.6271,19.74,91,100,15.75
428,Kamaishi,JP,2021-11-23 22:20:22,39.2667,141.8833,41.49,93,79,6.2
429,Ngaoundere,CM,2021-11-23 22:20:23,7.3167,13.5833,69.22,37,0,2.62
430,Samarai,PG,2021-11-23 22:20:23,-10.6167,150.6667,84.27,76,25,13.18
431,Portsmouth,GB,2021-11-23 22:20:23,50.799,-1.0913,42.96,95,6,6.38
432,Senanga,ZM,2021-11-23 22:20:24,-16.1167,23.2667,74.98,43,63,2.71
433,Vostok,RU,2021-11-23 22:20:24,46.4856,135.8833,8.02,93,100,8.75
434,Rassvet,RU,2021-11-23 22:20:24,46.8333,40.75,34.9,99,100,7.16
435,Muroto,JP,2021-11-23 22:20:25,33.2833,134.15,37.44,60,21,15.43
436,Ayacucho,PE,2021-11-23 22:20:25,-13.1583,-74.2239,71.46,37,75,3.44
437,Buala,SB,2021-11-23 22:20:25,-8.145,159.5921,83.95,73,87,7.9
438,Curuguaty,PY,2021-11-23 22:20:26,-24.4694,-55.6945,80.62,62,100,1.45
439,Arlit,NE,2021-11-23 22:17:09,18.7369,7.3853,79.23,15,1,6.73
440,Aktau,KZ,2021-11-23 22:20:26,43.65,51.2,45.18,78,72,10.98
441,Atikokan,CA,2021-11-23 22:20:26,48.7555,-91.6216,33.17,72,100,7.83
442,San Juan,AR,2021-11-23 22:20:27,-31.5375,-68.5364,87.35,33,24,22.35
443,Alofi,NU,2021-11-23 22:20:27,-19.0595,-169.9187,84.09,58,75,6.91
444,Bam,IR,2021-11-23 22:20:27,29.106,58.357,63.28,33,3,5.66
445,Akranes,IS,2021-11-23 22:20:28,64.3218,-22.0749,34.36,76,59,17.94
446,Praya,CV,2021-11-23 22:20:28,14.9215,-23.5087,77.54,78,0,14.97
447,Shingu,JP,2021-11-23 22:20:28,33.7333,135.9833,47.73,71,21,12.62
448,Gweru,ZW,2021-11-23 22:20:29,-19.45,29.8167,64.49,85,95,5.28
449,Burns Lake,CA,2021-11-23 22:20:09,54.2331,-125.7533,33.22,79,44,4.0
450,Chivay,PE,2021-11-23 22:20:29,-15.6383,-71.6011,51.96,68,99,8.12
451,Tezu,IN,2021-11-23 22:20:29,27.9167,96.1667,61.79,75,78,2.55
452,Broken Hill,AU,2021-11-23 22:20:30,-31.95,141.4333,73.71,53,98,7.16
453,Santa Lucia,ES,2021-11-23 22:21:30,27.9117,-15.5407,61.92,77,40,3.44
454,Monrovia,LR,2021-11-23 22:21:30,6.3005,-10.7969,80.11,83,36,7.67
455,La Ronge,CA,2021-11-23 22:21:31,55.1001,-105.2842,7.05,66,75,16.11
456,Lasa,IT,2021-11-23 22:21:31,46.6166,10.7002,34.54,65,3,0.69
457,Prince George,CA,2021-11-23 22:17:01,53.9166,-122.753,36.84,66,1,1.01
458,Yar-Sale,RU,2021-11-23 22:21:31,66.8333,70.8333,8.53,96,97,8.5
459,Klyuchi,RU,2021-11-23 22:21:32,52.2667,79.1667,25.57,87,53,13.6
460,Cabedelo,BR,2021-11-23 22:21:32,-6.9811,-34.8339,81.27,77,94,13.44
461,Vanimo,PG,2021-11-23 22:21:32,-2.6741,141.3028,80.01,84,100,4.03
462,Milan,IT,2021-11-23 22:21:33,45.4643,9.1895,50.02,80,40,2.3
463,Cayenne,GF,2021-11-23 22:21:33,4.9333,-52.3333,82.44,82,75,4.61
464,Pangnirtung,CA,2021-11-23 22:21:33,66.1451,-65.7125,32.0,47,90,27.63
465,Boyolangu,ID,2021-11-23 22:21:34,-8.1181,111.8935,75.87,89,100,3.42
466,Manjacaze,MZ,2021-11-23 22:21:34,-24.7117,33.8828,69.75,84,79,12.5
467,Ulaangom,MN,2021-11-23 22:21:34,49.9811,92.0667,10.6,90,100,3.6
468,Botwood,CA,2021-11-23 22:21:35,49.1499,-55.3482,41.9,75,100,16.71
469,Masuguru,TZ,2021-11-23 22:21:35,-11.3667,38.4167,76.44,59,5,6.8
470,Bilma,NE,2021-11-23 22:21:35,18.6853,12.9164,76.66,19,0,7.52
471,Carnarvon,AU,2021-11-23 22:21:36,-24.8667,113.6333,66.27,63,0,12.66
472,Coaldale,CA,2021-11-23 22:21:36,49.7167,-112.6185,38.01,45,90,21.85
473,Mount Isa,AU,2021-11-23 22:21:36,-20.7333,139.5,83.97,28,40,9.22
474,Sorland,NO,2021-11-23 22:16:59,67.667,12.6934,39.58,63,96,29.04
475,Khekra,IN,2021-11-23 22:21:37,28.8667,77.2833,57.25,25,0,3.53
476,Taltal,CL,2021-11-23 22:21:37,-25.4,-70.4833,63.86,73,41,5.7
477,San Policarpo,PH,2021-11-23 22:21:37,12.1791,125.5072,80.56,85,93,13.22
478,Nortelandia,BR,2021-11-23 22:21:38,-14.4547,-56.8028,77.79,88,100,2.57
479,Hanzhong,CN,2021-11-23 22:21:38,33.0728,107.0303,41.25,69,89,1.45
480,Puerto Baquerizo Moreno,EC,2021-11-23 22:21:38,-0.9,-89.6,72.59,73,20,13.8
481,Evensk,RU,2021-11-23 22:21:41,61.95,159.2333,10.33,72,97,11.23
482,Semnan,IR,2021-11-23 22:21:41,35.5729,53.3971,47.39,67,0,0.4
483,Arona,ES,2021-11-23 22:21:41,28.0996,-16.681,67.39,80,20,6.91
484,Kijang,KR,2021-11-23 22:21:42,35.2442,129.2139,44.33,78,56,11.36
485,Mayo,US,2021-11-23 22:19:04,38.8876,-76.5119,42.78,44,1,4.0
486,Hay River,CA,2021-11-23 22:20:09,60.8156,-115.7999,-5.82,71,75,3.44
487,Bamiantong,CN,2021-11-23 22:21:42,44.9333,130.5333,12.04,79,87,20.54
488,Aginskoye,RU,2021-11-23 22:21:42,51.1,114.53,-5.22,95,11,4.63
489,Port Lincoln,AU,2021-11-23 22:18:29,-34.7333,135.8667,64.83,79,38,7.7
490,Pandan,PH,2021-11-23 22:21:43,14.0453,124.1694,80.94,79,37,11.48
491,Quatre Cocos,MU,2021-11-23 22:21:43,-20.2078,57.7625,71.71,76,46,8.79
492,Gat,IL,2021-11-23 22:20:01,31.61,34.7642,64.4,67,80,3.53
493,Moberly,US,2021-11-23 22:21:44,39.4184,-92.4382,59.05,39,1,8.05
494,Sechura,PE,2021-11-23 22:21:44,-5.5569,-80.8222,75.11,61,41,15.12
495,Saint-Denis,FR,2021-11-23 22:21:44,48.9167,2.3333,41.94,92,0,4.0
496,San Javier,ES,2021-11-23 22:21:44,37.8063,-0.8374,53.98,77,0,3.0
497,Minas,UY,2021-11-23 22:21:45,-34.3759,-55.2377,61.52,53,0,8.37
498,Yerofey Pavlovich,RU,2021-11-23 22:21:45,53.9667,121.9667,1.53,90,100,3.29
499,Pangody,RU,2021-11-23 22:22:45,65.85,74.4859,8.65,96,99,7.78
500,Rakaia,NZ,2021-11-23 22:22:46,-43.75,172.0167,66.38,55,30,6.96
501,Sinnamary,GF,2021-11-23 22:19:00,5.3833,-52.95,79.3,86,100,8.72
502,Biak,ID,2021-11-23 22:22:46,-0.9131,122.8766,77.13,81,85,2.33
503,Lagoa,PT,2021-11-23 22:22:46,39.05,-27.9833,66.22,84,100,22.35
504,Moree,AU,2021-11-23 22:22:47,-29.4667,149.85,73.42,64,100,16.11
505,Daru,PG,2021-11-23 22:22:47,-9.0763,143.2092,83.21,72,49,6.42
506,Masuda,JP,2021-11-23 22:22:47,34.6667,131.85,46.13,64,100,18.63
507,Kupang,ID,2021-11-23 22:22:48,-10.1667,123.5833,77.58,100,20,1.14
508,Elat,IL,2021-11-23 22:22:48,29.5581,34.9482,66.04,55,69,11.5
509,Hirara,JP,2021-11-23 22:22:48,24.8,125.2833,67.86,68,75,11.5
510,Boda,CF,2021-11-23 22:22:49,4.3189,17.4695,74.48,54,6,2.19
511,Makaha,US,2021-11-23 22:22:49,21.4694,-158.2175,87.71,57,1,10.36
512,Severo-Yeniseyskiy,RU,2021-11-23 22:22:49,60.3725,93.0408,20.5,92,100,6.85
513,Naze,JP,2021-11-23 22:22:50,28.3667,129.4833,59.92,68,89,11.07
514,Teguldet,RU,2021-11-23 22:22:50,57.3064,88.1667,25.66,87,97,11.54
515,Palauig,PH,2021-11-23 22:22:50,15.435,119.9045,79.56,75,24,3.96
516,Camacha,PT,2021-11-23 22:22:51,33.0833,-16.3333,65.16,77,40,17.27
517,Dallas,US,2021-11-23 22:20:10,32.7668,-96.7836,71.28,29,20,4.0
518,Havelock,US,2021-11-23 22:22:51,34.8791,-76.9013,44.58,56,0,1.01
519,Qandala,SO,2021-11-23 22:22:51,11.472,49.8728,80.49,52,87,3.11
520,Kaabong,UG,2021-11-23 22:22:52,3.4836,34.1492,70.41,45,43,7.87
521,Turayf,SA,2021-11-23 22:22:52,31.6725,38.6637,48.45,100,0,4.61
522,Elko,US,2021-11-23 22:22:52,41.0002,-115.5012,46.74,38,26,24.0
523,Meulaboh,ID,2021-11-23 22:22:53,4.1363,96.1285,76.42,86,100,5.06
524,Robe,AU,2021-11-23 22:22:53,-37.1833,139.75,62.15,76,99,10.4
525,Bereda,ES,2021-11-23 22:22:53,43.2686,-7.5406,47.91,100,100,7.16
526,Puerto Escondido,MX,2021-11-23 22:22:54,15.85,-97.0667,83.23,69,1,4.61
527,Zhangye,CN,2021-11-23 22:22:54,38.9342,100.4517,28.31,24,0,3.96
528,Kuminskiy,RU,2021-11-23 22:22:54,58.6667,66.5667,17.22,91,100,7.9
529,Viransehir,TR,2021-11-23 22:22:54,37.2353,39.7631,53.82,61,100,2.53
530,Mitu,CO,2021-11-23 22:22:55,1.1983,-70.1733,78.12,81,95,0.47
531,Mantua,IT,2021-11-23 22:22:55,45.1667,10.7833,47.34,89,37,3.94
532,Upata,VE,2021-11-23 22:22:55,8.0086,-62.3989,82.18,72,94,3.51
533,Half Moon Bay,US,2021-11-23 22:22:56,37.4636,-122.4286,67.28,68,1,3.0
534,Duartina,BR,2021-11-23 22:22:56,-22.4144,-49.4039,90.75,24,54,1.34
535,Khani,GE,2021-11-23 22:22:56,41.9563,42.9566,42.37,66,11,5.55
536,Koslan,RU,2021-11-23 22:22:57,63.4564,48.8989,9.34,97,99,5.37
537,Palmer,US,2021-11-23 22:22:57,42.1584,-72.3287,35.46,42,20,5.99
538,Novikovo,RU,2021-11-23 22:22:57,51.1537,37.8879,24.49,70,21,3.67
539,Podujevo,XK,2021-11-23 22:22:57,42.9106,21.1931,41.02,92,69,5.08
540,Mezen,RU,2021-11-23 22:22:58,65.8522,44.24,6.96,99,90,4.43
541,Balikpapan,ID,2021-11-23 22:22:58,-1.2675,116.8289,76.19,100,20,4.61
542,Yaqui,MX,2021-11-23 22:22:58,27.3667,-110.1667,79.36,47,100,10.56
543,Zeya,RU,2021-11-23 22:22:59,53.75,127.2667,17.82,53,100,7.54
544,Berlevag,NO,2021-11-23 22:22:59,70.8578,29.0864,21.2,82,100,12.19
545,Venice,US,2021-11-23 22:22:59,27.0998,-82.4543,67.08,49,1,11.5
546,Carutapera,BR,2021-11-23 22:23:00,-1.195,-46.02,80.28,78,98,8.95
547,Nemuro,JP,2021-11-23 22:23:00,43.3236,145.575,41.29,62,100,13.38
548,Markova,UA,2021-11-23 22:24:00,48.6758,24.4138,35.08,85,100,3.51
549,Emerald,AU,2021-11-23 22:24:00,-23.5333,148.1667,77.14,78,75,10.36
550,Mobaye,CF,2021-11-23 22:24:01,4.319,21.1786,71.04,60,41,0.98
551,Margate,GB,2021-11-23 22:24:01,51.3813,1.3862,40.69,76,0,5.99
552,Nome,US,2021-11-23 22:24:01,64.5011,-165.4064,3.27,55,1,0.0
553,Itoman,JP,2021-11-23 22:24:02,26.1247,127.6694,66.22,52,20,14.97
554,Sayyan,YE,2021-11-23 22:24:02,15.1718,44.3244,49.6,33,89,4.21
555,Saint Anthony,US,2021-11-23 22:24:02,45.0205,-93.218,53.71,35,1,12.66
556,Ahuimanu,US,2021-11-23 22:24:03,21.4447,-157.8378,87.51,54,40,10.36
557,Surazh,RU,2021-11-23 22:19:18,53.0175,32.3918,22.1,60,1,5.53
558,Ulkan,RU,2021-11-23 22:24:03,57.243,107.3223,10.94,99,100,2.93
559,Qingquan,CN,2021-11-23 22:24:04,30.4511,115.2559,41.92,39,4,1.92
560,Ambilobe,MG,2021-11-23 22:24:04,-13.2,49.05,74.57,84,27,1.72
561,Umm Lajj,SA,2021-11-23 22:24:04,25.0213,37.2685,76.14,43,0,12.66
562,Ajdabiya,LY,2021-11-23 22:24:04,30.7554,20.2263,67.55,39,100,4.41
563,Czarnkow,PL,2021-11-23 22:24:05,52.9021,16.5641,43.29,86,100,9.89
564,Le Port,RE,2021-11-23 22:24:05,-20.9373,55.2919,73.4,87,43,9.98
565,Xiongyue,CN,2021-11-23 22:24:05,40.1774,122.1228,28.4,49,0,5.14
566,Chapais,CA,2021-11-23 22:24:06,49.7834,-74.8492,15.58,94,100,4.21
567,Victor Harbor,AU,2021-11-23 22:24:06,-35.5667,138.6167,70.72,95,100,8.39
568,Horki,BY,2021-11-23 22:24:07,54.2861,30.9842,23.0,75,31,7.9
569,Ayagoz,KZ,2021-11-23 22:24:08,47.9714,80.4392,30.42,90,100,13.33
570,Lerwick,GB,2021-11-23 22:24:08,60.1545,-1.1494,50.0,85,100,27.36
571,Sanmenxia,CN,2021-11-23 22:24:08,34.7747,111.1814,37.67,48,0,4.61
572,Chanika,TZ,2021-11-23 22:24:08,-5.4167,38.0167,70.05,94,97,2.75
