City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Roebourne,AU,-20.7833,117.1333,84.45,25,7,16.24,clear sky
347,Praxedis Guerrero,MX,31.3667,-106.0167,60.39,44,39,10.38,scattered clouds
348,Santa Helena,BR,-2.2311,-45.3,79.27,74,69,4.27,broken clouds
349,Tiznit,MA,29.5833,-9.5,51.82,73,1,19.77,clear sky
350,Gat,IL,31.61,34.7642,57.88,43,18,2.55,few clouds
351,Dingle,PH,10.9995,122.6711,75.72,93,100,6.93,overcast clouds
352,Gaoual,GN,11.75,-13.2,80.73,42,98,2.51,overcast clouds
353,Badou,TG,7.5833,0.6,77.11,68,99,2.33,overcast clouds
354,Ordzhonikidze,KZ,52.4411,61.7408,11.41,80,16,8.48,few clouds
355,Olinda,BR,-8.0089,-34.8553,83.93,70,40,9.22,scattered clouds
356,Sai Buri,TH,6.7013,101.6168,75.96,89,100,3.8,light rain
357,Pisco,PE,-13.7,-76.2167,69.85,73,0,18.41,clear sky
358,Ngunguru,NZ,-35.6167,174.5,65.14,69,100,5.03,overcast clouds
359,Portland,US,45.5234,-122.6762,61.38,94,90,8.05,light rain
360,Xichang,CN,27.8964,102.2634,43.79,89,36,1.39,scattered clouds
361,Pauini,BR,-7.7136,-66.9764,73.27,98,96,5.57,overcast clouds
362,Madimba,TZ,-10.4,40.3333,78.84,77,100,13.04,overcast clouds
363,Westport,US,41.1415,-73.3579,39.02,41,1,10.36,clear sky
364,Sanghar,PK,26.0466,68.9481,60.87,22,55,7.78,broken clouds
365,Orlik,RU,52.5178,99.825,-15.34,91,36,2.75,scattered clouds
366,Popondetta,PG,-8.7537,148.2534,81.81,74,100,1.79,overcast clouds
367,Paamiut,GL,61.994,-49.6678,38.55,97,100,12.24,moderate rain
368,Pacifica,US,37.6138,-122.4869,69.53,67,40,3.44,scattered clouds
369,Mujiayingzi,CN,42.1167,118.7833,31.66,64,99,8.01,overcast clouds
370,Husavik,IS,66.0449,-17.3389,30.11,90,82,10.02,light snow
371,Beipiao,CN,41.7919,120.7792,31.32,83,97,5.91,overcast clouds
372,Itabira,BR,-19.6192,-43.2269,63.75,99,97,2.19,overcast clouds
373,Sampit,ID,-2.5333,112.95,73.71,98,100,2.46,overcast clouds
374,Talas,TR,38.6908,35.5538,48.87,87,75,8.05,light intensity shower rain
375,Chokurdakh,RU,70.6333,147.9167,-35.12,100,85,1.97,overcast clouds
376,Shelton,US,41.3165,-73.0932,39.22,44,1,10.36,clear sky
377,Siderno,IT,38.2779,16.302,57.09,79,8,7.2,clear sky
378,Aurillac,FR,44.9167,2.45,32.25,100,90,8.05,snow
379,Lakes Entrance,AU,-37.8811,147.981,58.78,65,55,8.12,broken clouds
380,Hofn,IS,64.2539,-15.2082,36.66,64,94,14.54,overcast clouds
381,Soanierana Ivongo,MG,-16.9167,49.5833,73.9,91,82,0.92,light rain
382,Canton,CN,23.1167,113.25,58.95,48,31,7.54,scattered clouds
383,Mount Pleasant,US,32.7941,-79.8626,55.54,59,1,0.0,clear sky
384,Ulaanbaatar,MN,47.9077,106.8832,12.33,73,75,8.95,light snow
385,Moratuwa,LK,6.773,79.8816,75.85,92,100,3.87,overcast clouds
386,Prachuap Khiri Khan,TH,12.2167,99.75,64.78,89,57,4.29,broken clouds
387,Muros,ES,42.7762,-9.0603,45.1,64,32,14.14,scattered clouds
388,Uruana,BR,-15.4981,-49.6875,73.94,83,69,3.85,light rain
389,Marsa Matruh,EG,31.3525,27.2453,71.8,41,51,16.96,broken clouds
390,Berlevag,NO,70.8578,29.0864,20.35,82,63,15.93,broken clouds
391,Bafoulabe,ML,13.8065,-10.8321,87.57,19,19,3.67,few clouds
392,Marovoay,MG,-16.1,46.6333,78.94,90,83,5.35,moderate rain
393,Novikovo,RU,51.1537,37.8879,40.96,97,100,7.85,overcast clouds
394,Faya,SA,18.3851,42.4509,57.31,50,0,5.7,clear sky
395,Kozhva,RU,65.1073,57.0459,-8.59,99,43,1.1,scattered clouds
396,San Cristobal,VE,7.7669,-72.225,75.38,79,47,1.23,scattered clouds
397,Nalut,LY,30.3333,10.85,67.8,45,91,9.48,overcast clouds
398,Souillac,MU,-20.5167,57.5167,73.78,88,40,5.75,scattered clouds
399,Mgachi,RU,51.05,142.2667,24.58,86,35,5.77,scattered clouds
400,Sidney,AU,-33.8679,151.2073,61.9,77,40,20.71,scattered clouds
401,Jiwani,PK,25.05,61.7417,75.11,60,1,2.04,clear sky
402,San Quintin,MX,30.4833,-115.95,71.29,38,0,10.0,clear sky
403,Maraba,BR,-5.3686,-49.1178,80.78,94,0,0.0,clear sky
404,Nyurba,RU,63.2842,118.3319,-0.89,91,97,10.65,overcast clouds
405,Kananga,CD,-5.8958,22.4178,67.82,94,95,1.81,light rain
406,Tiarei,PF,-17.5333,-149.3333,84.22,77,67,17.56,light rain
407,Dehloran,IR,32.6941,47.2679,67.14,33,90,3.94,overcast clouds
408,Matagami,CA,49.7502,-77.6328,15.91,92,90,14.97,light snow
409,Lamar,US,33.6668,-95.5836,55.06,87,90,5.75,overcast clouds
410,Shumskiy,RU,54.8318,99.1328,11.57,73,100,4.14,overcast clouds
411,Dzilam Gonzalez,MX,21.2833,-88.9333,77.52,67,91,7.54,overcast clouds
412,Buzmeyin,TM,38.0507,58.2056,38.93,75,12,4.61,few clouds
413,Amapa,BR,1.0,-52.0,75.29,87,72,3.04,broken clouds
414,Dahuk,IQ,36.8695,42.994,54.52,52,100,2.28,overcast clouds
415,Port Augusta,AU,-32.5,137.7667,64.54,44,100,10.0,overcast clouds
416,Saldanha,ZA,-33.0117,17.9442,62.65,94,56,15.57,light rain
417,Yarmouth,US,41.7057,-70.2286,39.31,51,1,5.75,clear sky
418,Kavieng,PG,-2.5744,150.7967,82.22,74,84,4.81,light rain
419,San Luis,AR,-33.295,-66.3356,65.89,72,75,13.8,moderate rain
420,Labuhan,ID,-6.8844,112.2051,77.85,84,100,11.16,light rain
421,Novyy Urgal,RU,51.0736,132.5642,0.64,100,100,1.03,overcast clouds
422,Grand Gaube,MU,-20.0064,57.6608,73.8,70,8,8.63,clear sky
423,Irtyshskiy,RU,58.3333,68.1333,24.22,92,94,10.49,overcast clouds
424,Alamor,EC,-4.0181,-80.0197,61.48,75,98,4.18,overcast clouds
425,Victoria,HK,22.2855,114.1577,67.98,57,95,7.25,overcast clouds
426,Pahrump,US,36.2083,-115.9839,71.65,7,4,3.6,clear sky
427,Northam,GB,51.0333,-4.2167,39.58,56,64,19.39,broken clouds
428,Rodby,DK,54.695,11.3889,37.54,96,100,6.31,overcast clouds
429,Svetlogorsk,BY,52.6333,29.7333,37.94,74,100,11.18,overcast clouds
430,Yuxia,CN,34.0615,108.6291,32.61,71,3,1.41,clear sky
431,Macheng,CN,31.1783,115.0319,47.19,67,5,2.93,clear sky
432,Urumqi,CN,43.801,87.6005,14.95,67,0,8.95,clear sky
433,Traverse City,US,44.7631,-85.6206,30.94,86,90,0.0,light snow
434,Aktash,RU,50.3,87.7333,-2.9,81,100,4.32,overcast clouds
435,Nantucket,US,41.2835,-70.0995,39.31,48,1,10.36,clear sky
436,Kadoma,JP,34.7333,135.5833,49.98,93,20,2.3,few clouds
437,Lebu,CL,-37.6167,-73.65,55.8,75,1,17.87,clear sky
438,Siyabuswa,ZA,-25.1132,29.0445,62.67,72,58,12.8,broken clouds
439,Viedma,AR,-40.8135,-62.9967,65.17,74,100,2.39,light rain
440,Salinopolis,BR,-0.6136,-47.3561,80.22,83,25,8.52,scattered clouds
441,Kalmar,SE,56.6616,16.3616,37.33,100,75,6.91,broken clouds
442,Mielec,PL,50.2871,21.4239,35.94,84,94,4.56,overcast clouds
443,Bathsheba,BB,13.2167,-59.5167,81.21,83,20,9.22,few clouds
444,Ampanihy,MG,-24.7,44.75,60.49,69,0,11.7,clear sky
445,Dvinskoy,RU,62.1535,45.1175,19.54,95,100,5.75,light snow
446,San Jose Del Guaviare,CO,2.5729,-72.6459,81.1,77,100,2.15,overcast clouds
447,Anna Paulowna,NL,52.862,4.834,44.6,87,90,9.22,overcast clouds
448,Aswan,EG,24.0934,32.907,72.21,24,1,10.04,clear sky
449,Luderitz,NA,-26.6481,15.1594,60.48,88,0,5.17,clear sky
450,Ranong,TH,9.9658,98.6348,74.7,89,97,5.84,overcast clouds
451,Boende,CD,-0.2167,20.8667,74.59,81,96,1.63,overcast clouds
452,Qurayyat,SA,31.3318,37.3428,50.18,66,0,6.91,clear sky
453,Tipitapa,NI,12.1973,-86.0971,89.62,55,20,11.5,few clouds
454,Prince Rupert,CA,54.3161,-130.3201,49.69,84,75,21.85,light rain
455,Omboue,GA,-1.5746,9.2618,75.52,93,100,1.86,light rain
456,Dwarahat,IN,29.7833,79.4333,44.37,71,0,3.38,clear sky
457,Bayonet Point,US,28.3267,-82.6834,68.0,45,70,6.6,broken clouds
458,Valparaiso,CL,-33.0393,-71.6273,71.24,44,0,16.11,clear sky
459,Deputatskiy,RU,69.3,139.9,-4.68,99,100,2.24,light snow
460,Waingapu,ID,-9.6567,120.2641,79.74,81,99,5.08,overcast clouds
461,Biak,ID,-0.9131,122.8766,77.81,81,100,2.62,overcast clouds
462,El Alto,PE,-4.2714,-81.2147,71.26,76,46,12.95,scattered clouds
463,Udachnyy,RU,66.4167,112.4,-3.48,90,100,7.67,overcast clouds
464,Port Neches,US,29.9913,-93.9585,59.04,80,90,4.61,overcast clouds
465,Sibu,MY,2.3,111.8167,75.51,94,20,3.44,few clouds
466,Goroka,PG,-6.0834,145.3873,65.46,90,97,0.25,overcast clouds
467,Chuguyevka,RU,44.1653,133.8633,11.66,94,38,3.65,scattered clouds
468,Mahanoro,MG,-19.9,48.8,70.9,95,100,11.05,moderate rain
469,Monclova,MX,26.9,-101.4167,60.46,51,100,1.97,overcast clouds
470,Ban Nahin,LA,18.2418,104.2122,59.61,80,88,4.81,overcast clouds
471,Atambua,ID,-9.1061,124.8925,76.69,82,100,1.72,overcast clouds
472,Umm Kaddadah,SD,13.6017,26.6876,75.06,17,0,15.37,clear sky
473,Forio,IT,40.7342,13.8646,55.13,71,49,24.36,scattered clouds
474,Arbuzynka,UA,47.9097,31.3196,43.39,88,5,6.15,clear sky
475,Gilford,US,43.5476,-71.4067,30.15,69,40,10.36,scattered clouds
476,Sinnamary,GF,5.3833,-52.95,78.1,88,54,9.31,broken clouds
477,Pemangkat,ID,1.1667,108.9667,77.18,91,100,11.25,overcast clouds
478,Maniwaki,CA,46.3834,-75.966,25.34,73,37,5.75,scattered clouds
479,Nelson Bay,AU,-32.7167,152.15,62.65,79,100,15.12,overcast clouds
480,Nsanje,MW,-16.92,35.262,67.28,83,36,3.91,scattered clouds
481,Xai-Xai,MZ,-25.0519,33.6442,64.76,75,31,5.57,scattered clouds
482,Maragogi,BR,-9.0122,-35.2225,79.93,75,57,15.52,broken clouds
483,Hualmay,PE,-11.0964,-77.6139,68.13,80,100,9.82,overcast clouds
484,Laguna,US,38.421,-121.4238,68.09,46,1,0.0,clear sky
485,Mandalgovi,MN,45.7625,106.2708,13.46,80,72,18.5,broken clouds
486,Porto Walter,BR,-8.2686,-72.7439,83.98,66,100,2.77,overcast clouds
487,Escanaba,US,45.7453,-87.0646,32.43,100,90,4.61,light snow
488,Iracoubo,GF,5.4802,-53.2011,78.06,89,59,9.6,broken clouds
489,Nemuro,JP,43.3236,145.575,36.77,72,67,16.17,broken clouds
490,Sambava,MG,-14.2667,50.1667,75.72,85,18,2.59,light rain
491,Am Timan,TD,11.0297,20.2827,75.56,17,6,6.64,clear sky
492,Uusikaupunki,FI,60.8004,21.4084,16.32,65,100,9.73,overcast clouds
493,Ankazoabo,MG,-22.2833,44.5167,63.86,64,0,12.86,clear sky
494,Mariinsk,RU,56.2139,87.7472,21.58,91,100,17.94,light snow
495,Cumberland,US,35.0502,-78.8664,54.1,26,1,4.61,clear sky
496,Road Town,VG,18.4167,-64.6167,82.44,78,20,10.36,few clouds
497,Taksimo,RU,56.3444,114.8794,-7.82,90,16,3.15,few clouds
498,Mollendo,PE,-17.0231,-72.0147,67.55,78,92,9.08,overcast clouds
499,Matara,LK,5.9485,80.5353,75.54,92,100,4.12,light rain
500,Vagur,FO,61.4732,-6.8119,37.58,77,97,18.21,overcast clouds
501,Consuegra,ES,39.4625,-3.608,37.11,59,4,17.98,clear sky
502,Livingstone,ZM,-17.8419,25.8543,73.65,52,37,4.23,scattered clouds
503,Esil,KZ,51.9556,66.4042,10.63,91,19,7.94,few clouds
504,Aguimes,ES,27.9054,-15.4461,61.43,72,40,13.8,scattered clouds
505,Kruisfontein,ZA,-34.0033,24.7314,59.4,77,46,4.63,scattered clouds
506,Kiama,AU,-34.6833,150.8667,60.28,81,100,12.59,overcast clouds
507,Kodino,RU,63.7198,39.6447,8.11,96,100,3.6,overcast clouds
508,Alofi,NU,-19.0595,-169.9187,80.49,83,92,6.91,overcast clouds
509,Namatanai,PG,-3.6667,152.4333,81.81,75,73,4.5,light rain
510,Ures,MX,29.4333,-110.4,75.42,31,0,2.75,clear sky
511,Chichihualco,MX,17.6833,-99.65,76.23,40,5,2.68,clear sky
512,Vangaindrano,MG,-23.35,47.6,68.52,61,99,13.35,overcast clouds
513,Nanakuli,US,21.3906,-158.1547,82.35,59,40,6.91,scattered clouds
514,Nizhniy Ingash,RU,56.2,96.53,20.05,94,100,9.19,light snow
515,Banda Aceh,ID,5.5577,95.3222,77.79,84,100,11.74,overcast clouds
516,Mount Isa,AU,-20.7333,139.5,78.57,24,0,17.27,clear sky
517,Florianopolis,BR,-27.6146,-48.5012,70.83,83,75,12.66,broken clouds
518,Monywa,MM,22.1167,95.1333,65.77,80,6,6.13,clear sky
519,Alabaster,US,33.2443,-86.8164,58.93,27,1,5.75,clear sky
520,Khora,GR,37.05,21.7167,52.18,87,28,8.52,scattered clouds
521,Saint-Augustin,CA,51.226,-58.6502,44.69,82,100,13.69,overcast clouds
522,Nocupetaro,MX,19.05,-101.15,84.81,38,13,4.23,few clouds
523,Yar-Sale,RU,66.8333,70.8333,1.67,97,98,8.55,overcast clouds
524,Havre-Saint-Pierre,CA,50.2334,-63.5986,42.8,87,90,10.36,overcast clouds
525,Santa Marta,CO,11.2408,-74.199,80.73,83,30,12.06,scattered clouds
526,Hoshcha,UA,50.6003,26.6744,34.7,89,13,4.21,few clouds
527,Beira,MZ,-19.8436,34.8389,72.37,66,2,7.81,clear sky
528,Luoyang,CN,34.6836,112.4536,43.99,64,98,3.33,overcast clouds
529,Davidson,US,36.1501,-86.7833,55.69,30,75,8.05,broken clouds
530,Havoysund,NO,70.9963,24.6622,22.08,71,39,15.43,scattered clouds
531,Caravelas,BR,-17.7125,-39.2481,71.56,90,100,1.05,moderate rain
532,Jensen Beach,US,27.2545,-80.2298,71.65,64,1,5.75,clear sky
533,Awbari,LY,26.5921,12.7805,71.92,26,100,8.01,overcast clouds
534,Manaure,CO,11.7751,-72.4445,82.65,74,90,9.64,overcast clouds
535,Sehwan,PK,26.4279,67.863,60.62,18,1,5.59,clear sky
536,Potiskum,NG,11.7091,11.0694,73.65,17,35,9.64,scattered clouds
537,Ust-Uda,RU,54.1742,103.0304,-0.65,100,92,3.06,overcast clouds
538,Cabo Rojo,PR,18.0866,-67.1457,77.43,70,3,12.46,clear sky
539,Elat,IL,29.5581,34.9482,62.44,63,0,11.5,clear sky
540,Bereda,ES,43.2686,-7.5406,46.15,85,77,6.87,light rain
541,Boulder,US,40.0833,-105.3505,47.93,27,1,4.61,clear sky
542,Rassvet,RU,46.8333,40.75,39.72,91,100,4.47,overcast clouds
543,Bakchar,RU,57.0186,82.0711,24.84,94,100,11.27,light snow
544,Kouango,CF,4.9934,19.9619,75.54,47,100,0.76,overcast clouds
545,Pedasi,PA,7.5333,-80.0333,80.74,75,75,7.67,broken clouds
546,Nhulunbuy,AU,-12.2333,136.7667,84.81,70,37,1.14,scattered clouds
547,Vila Franca Do Campo,PT,37.7167,-25.4333,61.21,79,8,7.43,clear sky
548,Chapais,CA,49.7834,-74.8492,17.38,85,100,14.67,overcast clouds
549,Korla,CN,41.7597,86.1469,26.6,89,26,4.88,scattered clouds
550,Nguruka,TZ,-5.1092,31.0419,64.83,92,38,4.16,scattered clouds
551,Vyshestebliyevskaya,RU,45.1961,37.0181,59.41,89,100,21.52,overcast clouds
552,West Bay,KY,19.3667,-81.4167,82.47,65,20,9.22,few clouds
553,Saint-Paul,RE,-21.0096,55.2707,77.11,87,44,5.97,light rain
554,Micheweni,TZ,-4.9667,39.8333,79.38,80,85,7.23,overcast clouds
555,Chern,RU,53.4523,36.9145,38.14,98,100,13.29,overcast clouds
556,Itarema,BR,-2.9248,-39.9167,80.76,77,90,14.63,overcast clouds
557,Surt,LY,31.2089,16.5887,72.73,48,60,8.48,broken clouds
558,Neon Karlovasion,GR,37.7903,26.7044,64.17,86,100,21.72,overcast clouds
559,Kolyshley,RU,52.7005,44.5367,33.01,94,100,19.13,overcast clouds
560,Bonavista,CA,48.6499,-53.1147,51.8,98,100,25.75,moderate rain
561,Hirara,JP,24.8,125.2833,70.07,78,75,21.85,broken clouds
562,Pangkalanbuun,ID,-2.6833,111.6167,73.13,99,100,2.48,light rain
563,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,79.0,73,75,1.79,broken clouds
564,Nouakchott,MR,18.0858,-15.9785,78.73,52,1,12.03,clear sky
565,Kudahuvadhoo,MV,2.6708,72.8944,81.36,72,100,18.37,overcast clouds
566,Najran,SA,17.4924,44.1277,63.25,47,3,1.23,clear sky
567,Cuamba,MZ,-14.8031,36.5372,66.02,77,1,7.61,clear sky
568,Ahuimanu,US,21.4447,-157.8378,82.11,54,75,10.36,broken clouds
569,Malko Tarnovo,BG,41.9833,27.5333,48.18,89,99,15.84,moderate rain
570,Huntington,US,38.4193,-82.4452,47.3,31,20,5.75,few clouds
571,Cheremukhovo,RU,60.3484,59.9851,28.65,86,100,6.2,overcast clouds
572,Levelland,US,33.5873,-102.378,49.05,60,100,3.78,overcast clouds
573,Mnogovershinnyy,RU,53.9353,139.9242,19.45,88,94,7.96,overcast clouds
574,Mareeba,AU,-17.0,145.4333,77.72,77,61,4.18,broken clouds
575,Constantine,DZ,36.365,6.6147,49.41,61,75,16.11,broken clouds
576,Ewa Beach,US,21.3156,-158.0072,82.35,54,40,6.91,scattered clouds
577,Komsomolskiy,UZ,40.4272,71.7189,32.72,86,6,4.61,mist
578,Smithers,CA,54.7804,-127.1743,30.52,86,75,10.36,light snow
579,Anito,PH,12.4497,125.2886,78.85,90,100,8.88,overcast clouds
580,Fort-Shevchenko,KZ,44.5086,50.263,42.44,51,8,13.29,clear sky
581,Port Moresby,PG,-9.4431,147.1797,83.62,79,20,3.44,few clouds
582,Ossora,RU,59.2353,163.0719,16.72,95,100,10.47,snow
583,Narsaq,GL,60.9167,-46.05,37.62,97,100,8.46,moderate rain
584,Darnah,LY,32.767,22.6367,69.73,56,13,19.95,few clouds
585,Lisakovsk,KZ,52.5369,62.4936,11.07,81,21,8.88,few clouds
586,Kontagora,NG,10.3999,5.4695,75.13,22,95,5.41,overcast clouds
587,Asau,RO,46.4333,26.4,36.52,86,4,4.21,clear sky
588,Te Anau,NZ,-45.4167,167.7167,53.78,65,100,0.56,overcast clouds
589,Eureka,US,40.8021,-124.1637,60.19,77,99,6.11,overcast clouds
590,Shimoda,JP,34.6667,138.95,49.03,52,30,5.48,scattered clouds
591,Neryungri,RU,56.6709,124.6491,-13.54,98,45,3.53,scattered clouds
592,Goure,NE,13.9835,10.2704,75.45,14,8,7.74,clear sky
593,Walvis Bay,NA,-22.9575,14.5053,56.35,88,0,2.3,clear sky
594,Mumford,GH,5.2618,-0.759,80.4,81,100,9.48,overcast clouds
595,Saint-Pierre,RE,-21.3393,55.4781,76.68,78,90,4.61,moderate rain
596,Novopokrovka,UA,49.8425,36.5477,44.98,96,100,8.61,overcast clouds
597,Mulki,IN,13.1,74.8,78.08,78,20,3.44,few clouds
598,Santa Cruz,BO,-17.8,-63.1667,84.25,65,40,14.97,scattered clouds
599,Port Victoria,KE,0.0939,33.9756,69.15,79,95,6.62,light rain
600,Namie,JP,37.4833,141.0,37.94,72,53,14.29,broken clouds
601,Severnyy,RU,50.677,36.5532,41.04,100,90,6.71,fog
602,Lata,PT,40.1629,-8.3327,45.01,66,0,4.72,clear sky
603,Crotone,IT,39.0851,17.1178,53.69,74,0,16.87,clear sky
604,Ahipara,NZ,-35.1667,173.1667,68.61,62,98,2.75,overcast clouds
605,Hovd,MN,48.0056,91.6419,14.2,37,3,3.11,clear sky
606,Ballina,AU,-28.8667,153.5667,69.98,83,90,16.11,overcast clouds
607,Batagay-Alyta,RU,67.8006,130.4114,-0.71,98,100,2.26,light snow
608,Brae,GB,60.3964,-1.353,31.91,57,100,15.32,overcast clouds
609,Basco,PH,20.4487,121.9702,77.45,84,100,32.12,overcast clouds
610,Mackay,AU,-21.15,149.2,84.18,79,75,4.61,broken clouds
611,Baruun-Urt,MN,46.6806,113.2792,14.49,94,100,9.04,overcast clouds
612,Fairlie,GB,55.756,-4.8556,33.71,60,100,8.61,overcast clouds
613,Lukovetskiy,RU,64.2956,41.9211,-0.42,98,94,3.09,overcast clouds
614,Itoman,JP,26.1247,127.6694,70.18,60,75,17.27,broken clouds
615,Innisfail,AU,-17.5333,146.0333,79.45,83,59,1.7,broken clouds
616,Arlit,NE,18.7369,7.3853,77.97,14,61,8.32,broken clouds
617,Alenquer,BR,-1.9417,-54.7383,86.34,66,96,3.6,light rain
618,Hay River,CA,60.8156,-115.7999,1.38,71,40,3.44,scattered clouds
619,Fare,PF,-16.7,-151.0167,81.27,73,12,15.48,light rain
620,Adrar,MR,20.5022,-10.0711,67.75,41,54,13.31,broken clouds
621,Kabinda,CD,-6.1333,24.4833,66.6,95,92,2.28,overcast clouds
622,Ndele,CF,8.4109,20.6473,72.36,22,84,3.29,broken clouds
623,Kununurra,AU,-15.7667,128.7333,82.38,74,35,4.61,scattered clouds
624,Ada,US,43.4166,-116.1262,49.35,57,1,0.0,clear sky
625,Baoro,CF,5.6667,15.9667,70.45,35,100,4.12,overcast clouds
626,Minas,UY,-34.3759,-55.2377,68.47,63,89,14.99,overcast clouds
627,Heilbron,ZA,-27.2812,27.9709,59.27,81,94,11.99,light rain
628,Tazmalt,DZ,36.3868,4.3989,48.15,80,57,6.69,broken clouds
629,Kimbe,PG,-5.5502,150.1429,81.7,76,73,2.55,broken clouds
630,Dubna,RU,56.7333,37.1667,35.01,98,100,9.95,overcast clouds
631,El Chol,GT,14.9642,-90.4806,76.1,70,76,3.87,broken clouds
632,Corsicana,US,32.0954,-96.4689,55.42,71,90,8.05,overcast clouds
633,Nanortalik,GL,60.1432,-45.2371,42.76,96,100,14.43,moderate rain
634,Ak-Dovurak,RU,51.1833,90.6,4.78,78,100,1.36,overcast clouds
635,Necochea,AR,-38.5473,-58.7368,61.05,90,100,12.46,moderate rain
636,Yulara,AU,-25.2406,130.9889,67.84,37,0,12.66,clear sky
637,Hantsport,CA,45.0668,-64.1654,35.49,89,97,15.32,light snow
638,Sechura,PE,-5.5569,-80.8222,71.8,65,41,17.94,scattered clouds
639,Port-Cartier,CA,50.0334,-66.8654,41.22,95,100,11.43,overcast clouds
640,Boa Vista,BR,2.8197,-60.6733,84.18,70,40,4.61,scattered clouds
641,Mabaruma,GY,8.2,-59.7833,74.79,98,99,3.22,overcast clouds
642,Castra-Nova,RO,44.1167,24.0167,41.54,80,30,8.12,scattered clouds
643,Sakakah,SA,29.9697,40.2064,56.77,45,15,6.22,few clouds
644,Shimanovsk,RU,52.0,127.7,12.42,95,100,3.44,overcast clouds
645,Geraldton,AU,-28.7667,114.6,63.01,59,1,5.75,clear sky
646,Wattegama,LK,6.7989,81.4808,74.48,95,100,1.74,heavy intensity rain
647,Buraydah,SA,26.326,43.975,61.25,43,0,8.12,clear sky
648,Shubarshi,KZ,48.5872,57.1869,24.19,76,100,8.14,overcast clouds
649,Yumen,CN,40.2833,97.2,25.43,52,100,16.46,overcast clouds
650,Huarmey,PE,-10.0681,-78.1522,68.5,81,86,9.22,overcast clouds
651,Diamantino,BR,-14.4086,-56.4461,79.56,76,100,0.72,overcast clouds
652,Hatillo,PR,18.4863,-66.8254,77.56,81,6,8.39,clear sky
653,Abu Kamal,SY,34.4506,40.9171,61.63,50,100,3.29,overcast clouds
654,Ihosy,MG,-22.4,46.1167,60.03,86,87,11.56,overcast clouds
655,Maracacume,BR,-2.0428,-45.9592,76.35,83,69,3.94,broken clouds
656,Santona,ES,43.4439,-3.4576,48.13,79,99,20.96,overcast clouds
657,Buchach,UA,49.0625,25.388,39.07,84,26,6.89,scattered clouds
658,Biloxi,US,30.396,-88.8853,59.72,48,90,6.91,overcast clouds
659,Kholtoson,RU,50.2981,103.3097,-2.04,99,37,3.15,scattered clouds
660,Romitan,UZ,39.9343,64.3814,31.95,86,100,2.3,overcast clouds
661,Calama,CL,-22.4667,-68.9333,72.09,16,7,23.02,clear sky
662,Punto Fijo,VE,11.6956,-70.1996,81.25,74,74,20.02,broken clouds
663,Weleri,ID,-6.9713,110.0666,76.89,87,100,0.81,overcast clouds
664,Uporovo,RU,56.3109,66.2693,22.96,93,92,10.47,overcast clouds
665,Teluk Nibung,ID,3.001,99.8164,74.41,95,98,8.25,overcast clouds
666,Cabedelo,BR,-6.9811,-34.8339,81.27,67,76,12.84,broken clouds
